Wall time,Step,Value
1421896364.8534021,730,1843264.5
1421896408.801994,731,1839130.0
1421896452.765934,732,1844789.125
1421896496.560582,733,1843747.0
1421896540.9047081,734,1832370.875
1421896584.743265,735,1789590.375
1421896628.5428128,736,1770239.125
1421896672.4614248,737,1793017.0
1421896716.720115,738,1799343.875
1421896760.463548,739,1777420.875
1421896804.130518,740,1768952.0
1421896848.0451589,741,1782120.25
1421896892.073007,742,1775914.125
1421896936.084492,743,1759593.5
1421896980.001556,744,1766529.25
1421897023.407357,745,1773905.75
1421897067.2496371,746,1763423.25
1421897111.213471,747,1758487.5
1421897154.6422248,748,1764344.375
1421897198.435485,749,1761129.625
1421897242.1692958,750,1754374.375
1421897285.72308,751,1753612.625
1421897329.362738,752,1754729.75
1421897373.1832058,753,1752929.25
1421897416.738106,754,1750674.25
1421897460.541301,755,1750906.0
1421897504.2033842,756,1753509.125
1421897548.100857,757,1757477.5
1421897592.311381,758,1770731.5
1421897636.327997,759,1795657.625
1421897680.251607,760,1851875.875
1421897723.882314,761,1918568.25
1421897767.669987,762,2031806.25
1421897811.0036879,763,1969943.5
1421897854.621707,764,1827882.625
1421897898.0834591,765,1757180.0
1421897941.8703449,766,1851068.25
1421897985.406559,767,1849018.0
1421898029.206398,768,1765645.875
1421898073.180663,769,1812109.375
1421898117.402866,770,1808425.875
1421898161.371596,771,1764520.625
1421898205.0667992,772,1804438.75
1421898248.818249,773,1775631.625
1421898292.8108869,774,1759792.875
1421898336.555773,775,1795442.875
1421898380.473781,776,1754122.875
1421898424.504531,777,1758852.75
1421898468.1146922,778,1775211.25
1421898511.888654,779,1744243.25
1421898556.238573,780,1760246.75
1421898600.095928,781,1755720.125
1421898643.948367,782,1742710.0
1421898687.867852,783,1759849.125
1421898731.521135,784,1747166.0
1421898775.332733,785,1748815.5
1421898818.8408818,786,1761048.75
1421898862.8126469,787,1757349.75
1421898906.8022358,788,1769081.25
1421898950.7018309,789,1777988.625
1421898994.2650921,790,1765665.375
1421899037.811072,791,1760172.25
1421899081.497708,792,1743077.75
1421899125.4296582,793,1728830.125
1421899169.2233112,794,1738059.5
1421899213.040121,795,1742858.375
1421899256.8849301,796,1739082.5
1421899300.500321,797,1735016.875
1421899344.057596,798,1726673.125
1421899387.894664,799,1726174.0
1421899431.586825,800,1732915.0
1421899476.028173,801,1731053.625
1421899520.048335,802,1726112.125
1421899563.7103412,803,1723513.625
1421899607.59568,804,1722073.25
1421899651.646194,805,1724623.75
1421899695.633814,806,1729163.375
1421899739.593436,807,1733598.125
1421899783.2950778,808,1745906.25
1421899827.004719,809,1772885.5
1421899870.848835,810,1846877.625
1421899914.9536278,811,1948171.125
1421899959.3431108,812,2119576.5
1421900003.394283,813,2011311.25
1421900047.05381,814,1814337.25
1421900091.0086179,815,1750314.875
1421900135.072523,816,1888871.0
1421900178.570752,817,1884494.625
1421900222.316214,818,1762372.0
1421900265.983104,819,1855687.125
1421900309.890742,820,1889762.875
1421900353.834686,821,1815160.375
1421900397.666913,822,1887426.875
1421900441.4204311,823,1917086.875
1421900485.529131,824,1812707.0
1421900529.3135302,825,1828664.5
1421900572.997818,826,1788454.5
1421900616.933837,827,1765069.5
1421900661.042104,828,1825658.75
1421900704.938508,829,1772037.75
1421900748.7204108,830,1764756.625
1421900792.410787,831,1781679.125
1421900836.136118,832,1737242.625
1421900879.902532,833,1769242.75
1421900923.9150422,834,1752372.875
1421900967.820812,835,1735238.75
1421901011.521844,836,1754247.375
1421901055.197394,837,1726129.625
1421901098.8132539,838,1741998.0
1421901142.949332,839,1736085.125
1421901187.1162891,840,1724437.0
1421901231.234232,841,1738101.375
1421901275.413271,842,1718535.0
1421901319.0603049,843,1726566.25
1421901362.8687801,844,1724646.0
1421901406.345351,845,1717204.0
1421901450.1456919,846,1727873.25
1421901493.923661,847,1720376.625
1421901537.794548,848,1731960.875
1421901581.612139,849,1753425.0
1421901625.501305,850,1791022.125
1421901669.2568681,851,1877051.0
1421901712.726683,852,1933622.625
1421901756.602669,853,1915881.25
1421901800.400053,854,1762537.875
1421901844.1084192,855,1749681.5
1421901887.6863098,856,1846566.0
