Wall time,Step,Value
1421864285.400311,0,1479511.75
1421864332.197251,1,1655623.625
1421864377.140306,2,2282381.0
1421864422.564074,3,2765451.5
1421864465.4569879,4,2800060.0
1421864508.433482,5,2874045.25
1421864551.647687,6,3008892.75
1421864595.437242,7,3103556.25
1421864639.265847,8,3135466.5
1421864682.8588622,9,3153551.0
1421864727.027092,10,3176909.0
1421864770.8252149,11,3187112.75
1421864815.018411,12,3166388.5
1421864858.924563,13,3133686.0
1421864903.181661,14,3119412.25
1421864947.5216472,15,3124524.75
1421864990.7232692,16,3127070.5
1421865033.9057121,17,3118821.0
1421865077.0260181,18,3114849.75
1421865120.066305,19,3123800.25
1421865169.19962,20,3129004.75
1421865214.0374131,21,3113223.75
1421865258.83861,22,3084902.75
1421865303.963145,23,3065385.0
1421865348.9528599,24,3056277.5
1421865393.810125,25,3039368.0
1421865438.747118,26,3011536.5
1421865483.689801,27,2990288.0
1421865528.723695,28,2981397.25
1421865573.863806,29,2968692.75
1421865619.1305459,30,2945671.5
1421865663.7680871,31,2925947.5
1421865709.009439,32,2913226.25
1421865753.804013,33,2893104.75
1421865797.247398,34,2862744.5
1421865840.6654239,35,2835443.75
1421865884.650344,36,2814175.25
1421865927.986461,37,2792268.0
1421865974.3389592,38,2772537.0
1421866021.9263282,39,2755161.5
1421866066.625636,40,2732186.0
1421866111.655991,41,2707927.0
1421866157.2557812,42,2689501.5
1421866202.292317,43,2668506.5
1421866247.747713,44,2642913.5
1421866292.3487492,45,2623962.25
1421866336.954995,46,2607472.25
1421866381.568906,47,2584392.25
1421866426.134924,48,2562621.75
1421866471.045599,49,2544053.5
1421866515.540617,50,2523420.25
1421866560.383544,51,2505117.25
1421866607.1957388,52,2487889.0
1421866652.1614342,53,2468617.0
1421866696.82364,54,2452027.25
1421866741.5652502,55,2434569.0
1421866786.034862,56,2415409.5
1421866831.045486,57,2399762.25
1421866876.304401,58,2382574.75
1421866922.232159,59,2365732.0
1421866969.246229,60,2352963.5
1421867013.934813,61,2337652.25
1421867058.7303512,62,2322422.5
1421867103.3577962,63,2308386.0
1421867148.041709,64,2293887.25
1421867192.632864,65,2281220.25
1421867237.3774989,66,2266983.0
1421867282.3648908,67,2254419.5
1421867326.901737,68,2242219.0
1421867371.641064,69,2229038.0
1421867416.067296,70,2218465.75
1421867460.761494,71,2205961.0
1421867505.104387,72,2194609.0
1421867550.2122838,73,2182738.0
1421867593.756258,74,2173106.25
1421867637.305331,75,2162493.5
1421867680.6504588,76,2152260.5
1421867723.863425,77,2142478.25
1421867767.311394,78,2132072.25
1421867810.671037,79,2122602.75
1421867854.0209951,80,2112780.25
1421867897.453923,81,2104555.0
1421867941.1332512,82,2093658.0
1421867984.496234,83,2086844.0
1421868028.044215,84,2074001.5
1421868071.348649,85,2071978.0
1421868114.765594,86,2052913.75
1421868157.858037,87,2064252.5
1421868201.11823,88,2022184.375
1421868244.5044339,89,2074085.625
1421868287.7407281,90,1976903.75
1421868331.0537841,91,2075764.5
1421868374.2944698,92,1986075.25
1421868417.768919,93,2000269.75
1421868461.1071901,94,2052214.0
1421868504.5923898,95,1975121.125
1421868548.021614,96,1986545.125
1421868591.402179,97,2033556.25
1421868634.724731,98,1977491.0
1421868678.020624,99,1967978.5
1421868721.406992,100,2005156.75
1421868765.441219,101,1981908.25
1421868809.24992,102,1953759.75
1421868852.6205812,103,1970040.5
1421868896.163043,104,1974447.0
1421868939.705091,105,1943486.125
1421868983.336617,106,1942993.75
1421869026.774654,107,1957481.125
1421869070.2064111,108,1934186.375
1421869113.743697,109,1924113.5
1421869156.971034,110,1937067.25
1421869200.465495,111,1922846.875
1421869243.8132281,112,1908777.75
1421869286.974884,113,1917335.5
1421869330.6166542,114,1908100.5
1421869374.0592341,115,1892540.75
1421869417.591584,116,1898630.0
1421869461.1524081,117,1892138.75
1421869505.724757,118,1878866.75
1421869549.376826,119,1883229.75
1421869592.969643,120,1875481.125
1421869636.911888,121,1866785.75
1421869680.264879,122,1868541.125
1421869723.841152,123,1858380.5
1421869767.42023,124,1855986.75
1421869810.8242939,125,1852861.5
1421869854.160724,126,1844167.0
1421869897.668504,127,1845858.0
1421869941.312382,128,1835138.5
1421869984.8758159,129,1834116.375
1421870028.5483751,130,1833482.25
1421870072.233797,131,1820559.875
1421870115.679063,132,1826076.0
1421870159.186753,133,1816202.0
1421870202.759234,134,1813093.125
1421870246.4200268,135,1811930.25
1421870289.9848819,136,1804370.625
1421870333.416553,137,1803066.0
1421870376.884015,138,1799173.0
1421870420.537608,139,1793090.75
1421870463.956815,140,1794212.375
1421870507.432547,141,1785336.75
1421870550.9329422,142,1785904.875
1421870594.527235,143,1780206.375
1421870638.000489,144,1777740.25
1421870681.836682,145,1772591.0
1421870725.274615,146,1774650.75
1421870768.871032,147,1758784.875
1421870812.194591,148,1783291.875
1421870856.147993,149,1727121.5
1421870899.7711601,150,1823079.875
1421870943.1699798,151,1682391.5
1421870986.589231,152,1803159.375
1421871030.258862,153,1789189.875
1421871073.732409,154,1713144.875
1421871117.08443,155,1788888.25
1421871160.52438,156,1831510.75
1421871203.975109,157,1729224.875
1421871247.285093,158,1770568.0
1421871290.508954,159,1833441.5
1421871334.022984,160,1776247.75
1421871377.537398,161,1747615.75
1421871424.392833,162,1790673.5
1421871469.307117,163,1803999.375
1421871514.27949,164,1755962.625
1421871559.323272,165,1759119.75
